=== 종목 배치 적재 (GICS 계층화) ===

모드: cron (sector_id 재시도)

  섹터 매핑 테이블 로드 중...
  gics_yfinance_map: 176건, sectors L1: 12건, sectors 전체: 220건

[cron] sector_id 미설정 종목 조회 중...
  대상: 10798개

  [7874/10798] DNMXU (US): sector_id=142
  [7875/10798] DNMXW (US): null (매핑 실패)
  [7876/10798] DNTH (US): sector_id=129
  [7877/10798] DNUT (US): sector_id=192
  [7878/10798] DOCU (US): sector_id=119
  [7879/10798] FGIWW (US): null (매핑 실패)
  [7880/10798] DBGI (US): sector_id=178
  [7881/10798] ENVB (US): sector_id=129
  [7882/10798] FGBI (US): sector_id=139
  [7883/10798] DXCM (US): sector_id=132
  [7884/10798] DXLG (US): sector_id=178
  [7885/10798] DXPE (US): sector_id=214
  [7886/10798] DXR (US): sector_id=133
  [7887/10798] DXST (US): sector_id=216
  [7888/10798] DYAI (US): sector_id=129
  [7889/10798] DYN (US): sector_id=129
  [7890/10798] DYNC (US): sector_id=142
  [7891/10798] DYNCU (US): sector_id=142
  [7892/10798] DYNCW (US): null (매핑 실패)
  [7893/10798] DYOR (US): sector_id=142
  [7894/10798] EA (US): sector_id=204
  [7895/10798] EBAY (US): sector_id=177
  [7896/10798] EBC (US): sector_id=139
  [7897/10798] EBMT (US): sector_id=139
  [7898/10798] EBON (US): sector_id=122
  [7899/10798] ECBK (US): sector_id=139
  [7900/10798] ECOR (US): sector_id=132
  [7901/10798] ECPG (US): sector_id=146
  [7902/10798] ECX (US): sector_id=157
  [7903/10798] EGAN (US): sector_id=119
  [7904/10798] EGBN (US): sector_id=139
  [7905/10798] EH (US): sector_id=206
  [7906/10798] EHGO (US): sector_id=217
  [7907/10798] CRACR (US): null (매핑 실패)
  [7908/10798] EHLD (US): sector_id=225
  [7909/10798] EHTH (US): sector_id=152
  [7910/10798] EIKN (US): sector_id=129
  [7911/10798] EJH (US): sector_id=175
  [7912/10798] ELAB (US): sector_id=129
  [7913/10798] ELBM (US): sector_id=239
  [7914/10798] ELDN (US): sector_id=129
  [7915/10798] ELE (US): sector_id=242
  [7916/10798] ELMT (US): sector_id=206
  [7917/10798] ELOG (US): sector_id=223
  [7918/10798] ELPW (US): sector_id=209
  [7919/10798] ELSE (US): sector_id=123
  [7920/10798] ELTK (US): null (매핑 실패)
  [7921/10798] ELTX (US): sector_id=129
  [7922/10798] ELUT (US): sector_id=132
  [7923/10798] ELVA (US): sector_id=209
  [7924/10798] ELVN (US): sector_id=129
  [7925/10798] ELVR (US): sector_id=239
  [7926/10798] ELWT (US): sector_id=197
  [7927/10798] EMAT (US): sector_id=239
  [7928/10798] EMBC (US): sector_id=133
  [7929/10798] ENVX (US): sector_id=209
  [7930/10798] EMIS (US): sector_id=142
  [7931/10798] EMISR (US): null (매핑 실패)
  [7932/10798] EML (US): sector_id=213
  [7933/10798] EMPD (US): sector_id=159
  [7934/10798] ENGN (US): sector_id=129
  [7935/10798] ENGNW (US): null (매핑 실패)
  [7936/10798] ENGS (US): sector_id=216
  [7937/10798] ENLT (US): sector_id=259
  [7938/10798] ENLV (US): sector_id=129
  [7939/10798] ENPH (US): sector_id=259
  [7940/10798] ENSC (US): sector_id=129
  [7941/10798] ENSG (US): sector_id=135
  [7942/10798] DBVT (US): sector_id=129
  [7943/10798] ENTA (US): sector_id=129
  [7944/10798] ENTG (US): sector_id=127
  [7945/10798] ENTX (US): sector_id=129
  [7946/10798] ERII (US): sector_id=216
  [7947/10798] ERNA (US): sector_id=129
  [7948/10798] ERNAW (US): null (매핑 실패)
  [7949/10798] ESCA (US): sector_id=166
  [7950/10798] ESEA (US): sector_id=225
  [7951/10798] EOLS (US): sector_id=130
  [7952/10798] FIGXU (US): sector_id=142
  [7953/10798] EOSE (US): sector_id=209
  [7954/10798] EPOW (US): sector_id=209
  [7955/10798] DTCX (US): sector_id=150
  [7956/10798] EPRX (US): sector_id=129
  [7957/10798] EPSM (US): sector_id=185
  [7958/10798] EPSN (US): sector_id=249
  [7959/10798] CTAA (US): sector_id=142
  [7960/10798] CTAAR (US): null (매핑 실패)
  [7961/10798] EQ (US): sector_id=129
  [7962/10798] EQIX (US): sector_id=267
  [7963/10798] EQPT (US): sector_id=143
  [7964/10798] ERAS (US): sector_id=129
  [7965/10798] ERIC (US): null (매핑 실패)
  [7966/10798] ERIE (US): sector_id=152
  [7967/10798] ESLA (US): sector_id=129
  [7968/10798] ESLAW (US): sector_id=129
  [7969/10798] ESLT (US): sector_id=206
  [7970/10798] ESOA (US): sector_id=208
  [7971/10798] ESPR (US): sector_id=130
  [7972/10798] ESQ (US): sector_id=139
  [7973/10798] ESTA (US): sector_id=132
  [7974/10798] ETON (US): sector_id=130
  [7975/10798] IART (US): sector_id=132
  [7976/10798] FTRK (US): sector_id=203
  [7977/10798] FRHC (US): sector_id=141
  [7978/10798] FRME (US): sector_id=139
  [7979/10798] FRMEP (US): sector_id=139
  [7980/10798] FRMM (US): sector_id=119
  [7981/10798] FROG (US): sector_id=119
  [7982/10798] FRPH (US): sector_id=271
  [7983/10798] FRPT (US): sector_id=188
  [7984/10798] FRSH (US): sector_id=119
  [7985/10798] FRST (US): sector_id=139
  [7986/10798] FRSX (US): sector_id=157
  [7987/10798] FRVO (US): sector_id=259
  [7988/10798] FSBC (US): sector_id=139
  [7989/10798] FSBW (US): sector_id=139
  [7990/10798] FSEA (US): sector_id=139
  [7991/10798] FSHP (US): sector_id=142
  [7992/10798] FSHPR (US): null (매핑 실패)
  [7993/10798] FSHPU (US): sector_id=142
  [7994/10798] FSLR (US): sector_id=259
  [7995/10798] FSLY (US): ERROR — The read operation timed out
  [7996/10798] FRMI (US): sector_id=267
  [7997/10798] FVCB (US): sector_id=139
  [7998/10798] FVN (US): sector_id=142
  [7999/10798] FVNNU (US): sector_id=142
  [8000/10798] FWDI (US): sector_id=168
  [8001/10798] FWONA (US): sector_id=203
  [8002/10798] FWONK (US): sector_id=203
  [8003/10798] FWRD (US): sector_id=223
  [8004/10798] FWRG (US): sector_id=173
  [8005/10798] FXACU (US): sector_id=142
  [8006/10798] FXNC (US): sector_id=139
  [8007/10798] GABC (US): sector_id=139
  [8008/10798] GAIA (US): sector_id=203
  [8009/10798] GAIN (US): sector_id=147
  [8010/10798] GAING (US): null (매핑 실패)
  [8011/10798] GAINI (US): null (매핑 실패)
  [8012/10798] GAINZ (US): null (매핑 실패)
  [8013/10798] FONR (US): sector_id=131
  [8014/10798] HAIN (US): sector_id=188
  [8015/10798] HALO (US): sector_id=129
  [8016/10798] HAO (US): sector_id=199
  [8017/10798] HAS (US): sector_id=166
  [8018/10798] HAVA (US): sector_id=142
  [8019/10798] HAVAR (US): null (매핑 실패)
  [8020/10798] HBANP (US): sector_id=139
  [8021/10798] HBANZ (US): sector_id=139
  [8022/10798] HBIO (US): sector_id=133
  [8023/10798] HBNB (US): sector_id=271
  [8024/10798] HBNC (US): sector_id=139
  [8025/10798] HBT (US): sector_id=139
  [8026/10798] HCAC (US): null (매핑 실패)
  [8027/10798] HCACR (US): null (매핑 실패)
  [8028/10798] HCACU (US): sector_id=142
  [8029/10798] HCAI (US): sector_id=212
  [8030/10798] HCAT (US): sector_id=137
  [8031/10798] HCHL (US): sector_id=173
  [8032/10798] HCIC (US): sector_id=142
  [8033/10798] HCICU (US): sector_id=142
  [8034/10798] HCKT (US): sector_id=116
  [8035/10798] HCM (US): sector_id=130
  [8036/10798] HCMA (US): sector_id=142
  [8037/10798] HCMAW (US): null (매핑 실패)
  [8038/10798] HCSG (US): sector_id=135
  [8039/10798] HCTI (US): sector_id=137
  [8040/10798] HCWB (US): null (매핑 실패)
  [8041/10798] HDL (US): sector_id=173
  [8042/10798] HDRN (US): sector_id=213
  [8043/10798] HDRNW (US): null (매핑 실패)
  [8044/10798] HDSN (US): sector_id=234
  [8045/10798] HELE (US): sector_id=194
  [8046/10798] HELP (US): sector_id=129
  [8047/10798] HEPS (US): sector_id=177
  [8048/10798] HERE (US): sector_id=166
  [8049/10798] HERZ (US): sector_id=147
  [8050/10798] HFBL (US): sector_id=139
  [8051/10798] FMFC (US): sector_id=168
  [8052/10798] FMNB (US): sector_id=139
  [8053/10798] FMST (US): sector_id=239
  [8054/10798] FMSTW (US): null (매핑 실패)
  [8055/10798] FNGR (US): sector_id=197
  [8056/10798] FNKO (US): sector_id=166
  [8057/10798] FNLC (US): sector_id=139
  [8058/10798] FNRN (US): sector_id=139
  [8059/10798] FNUC (US): sector_id=239
  [8060/10798] FNWB (US): sector_id=139
  [8061/10798] FNWD (US): sector_id=139
  [8062/10798] FOCL (US): sector_id=134
  [8063/10798] FOFO (US): sector_id=221
  [8064/10798] FORM (US): sector_id=127
  [8065/10798] FORR (US): sector_id=221
  [8066/10798] FORTY (US): sector_id=116
  [8067/10798] FOSL (US): sector_id=168
  [8068/10798] FOX (US): sector_id=203
  [8069/10798] FOXA (US): sector_id=203
  [8070/10798] FOXF (US): sector_id=157
  [8071/10798] FOXX (US): sector_id=161
  [8072/10798] FOXXW (US): null (매핑 실패)
  [8073/10798] FRAF (US): sector_id=139
  [8074/10798] FRBA (US): sector_id=139
  [8075/10798] FRD (US): sector_id=244
  [8076/10798] FRGT (US): sector_id=119
  [8077/10798] FSTR (US): sector_id=226
  [8078/10798] FSUN (US): sector_id=139
  [8079/10798] FSV (US): sector_id=271
  [8080/10798] FTAI (US): sector_id=206
  [8081/10798] FTAIM (US): sector_id=206
  [8082/10798] FTAIN (US): sector_id=206
  [8083/10798] FTCI (US): null (매핑 실패)
  [8084/10798] FTDR (US): sector_id=175
  [8085/10798] FTEK (US): sector_id=216
  [8086/10798] FTFT (US): sector_id=119
  [8087/10798] FTHAU (US): sector_id=142
  [8088/10798] FTHM (US): sector_id=271
  [8089/10798] FTLF (US): sector_id=188
  [8090/10798] FTNT (US): sector_id=120
  [8091/10798] FTRE (US): sector_id=129
  [8092/10798] FUFU (US): sector_id=149
  [8093/10798] FUFUW (US): null (매핑 실패)
  [8094/10798] FULC (US): sector_id=129
  [8095/10798] FULT (US): sector_id=139
  [8096/10798] FULTP (US): sector_id=139
  [8097/10798] FUNC (US): sector_id=139
  [8098/10798] FUND (US): sector_id=147
  [8099/10798] FUSB (US): sector_id=139
  [8100/10798] FUSE (US): sector_id=119
  [8101/10798] FUSEW (US): null (매핑 실패)
  [8102/10798] FUTU (US): sector_id=149
  [8103/10798] FVAV (US): sector_id=142
  [8104/10798] GALT (US): sector_id=129
  [8105/10798] GAMB (US): sector_id=170
  [8106/10798] GAME (US): sector_id=204
  [8107/10798] GANX (US): sector_id=129
  [8108/10798] GASS (US): sector_id=225
  [8109/10798] GAUZ (US): sector_id=124
  [8110/10798] GBDC (US): null (매핑 실패)
  [8111/10798] GBFH (US): sector_id=139
  [8112/10798] GBLI (US): sector_id=155
  [8113/10798] GCBC (US): sector_id=139
  [8114/10798] GCGRU (US): sector_id=142
  [8115/10798] GCL (US): sector_id=204
  [8116/10798] GCLWW (US): null (매핑 실패)
  [8117/10798] GCMG (US): sector_id=147
  [8118/10798] GCT (US): sector_id=120
  [8119/10798] GCTK (US): sector_id=133
  [8120/10798] GDC (US): sector_id=204
  [8121/10798] GDEV (US): sector_id=204
  [8122/10798] GDEVW (US): null (매핑 실패)
  [8123/10798] GDHG (US): sector_id=166
  [8124/10798] GDRX (US): sector_id=137
  [8125/10798] GDS (US): sector_id=116
  [8126/10798] GDTC (US): sector_id=129
  [8127/10798] GEVO (US): sector_id=234
  [8128/10798] GFAI (US): sector_id=219
  [8129/10798] GFAIW (US): null (매핑 실패)
  [8130/10798] GFS (US): sector_id=128
  [8131/10798] GGAL (US): ERROR — The read operation timed out
  [8132/10798] GGR (US): sector_id=159
  [8133/10798] GGRP (US): sector_id=120
  [8134/10798] GH (US): sector_id=131
  [8135/10798] GSHR (US): sector_id=142
  [8136/10798] GTERU (US): sector_id=142
  [8137/10798] HACQW (US): null (매핑 실패)
  [8138/10798] GDYN (US): sector_id=116
  [8139/10798] HAVAU (US): sector_id=142
  [8140/10798] GECC (US): sector_id=147
  [8141/10798] GECCG (US): null (매핑 실패)
  [8142/10798] GECCH (US): null (매핑 실패)
  [8143/10798] GECCI (US): null (매핑 실패)
  [8144/10798] GEG (US): sector_id=147
  [8145/10798] GEGGL (US): null (매핑 실패)
  [8146/10798] GEHC (US): sector_id=132
  [8147/10798] GELS (US): sector_id=130
  [8148/10798] GEMI (US): sector_id=149
  [8149/10798] GEN (US): sector_id=120
  [8150/10798] GENB (US): sector_id=129
  [8151/10798] GENK (US): sector_id=173
  [8152/10798] HCICR (US): null (매핑 실패)
  [8153/10798] GENVR (US): null (매핑 실패)
  [8154/10798] GEOS (US): sector_id=248
  [8155/10798] GERN (US): sector_id=129
  [8156/10798] HFFG (US): sector_id=191
  [8157/10798] HCMAU (US): sector_id=142
  [8158/10798] HFWA (US): sector_id=139
  [8159/10798] HGBL (US): sector_id=149
  [8160/10798] HHS (US): sector_id=211
  [8161/10798] HIFS (US): sector_id=139
  [8162/10798] HIHO (US): sector_id=213
  [8163/10798] HIMX (US): sector_id=128
  [8164/10798] HIND (US): sector_id=129
  [8165/10798] HIT (US): sector_id=119
  [8166/10798] HITI (US): sector_id=190
  [8167/10798] HIVE (US): sector_id=149
  [8168/10798] HKIT (US): sector_id=116
  [8169/10798] HKPD (US): sector_id=134
  [8170/10798] HLIT (US): sector_id=121
  [8171/10798] HLMN (US): sector_id=213
  [8172/10798] HLNE (US): sector_id=147
  [8173/10798] HLP (US): sector_id=244
  [8174/10798] HLXC (US): sector_id=142
  [8175/10798] HMH (US): sector_id=248
  [8176/10798] HMR (US): sector_id=225
  [8177/10798] HNNA (US): sector_id=147
  [8178/10798] HNNAZ (US): null (매핑 실패)
  [8179/10798] HNRG (US): sector_id=258
  [8180/10798] HOWL (US): sector_id=129
  [8181/10798] HPAI (US): sector_id=120
  [8182/10798] HPAIW (US): null (매핑 실패)
  [8183/10798] HPK (US): sector_id=249
  [8184/10798] HQ (US): sector_id=120
  [8185/10798] HQI (US): sector_id=220
  [8186/10798] HQWWW (US): null (매핑 실패)
  [8187/10798] HQY (US): sector_id=137
  [8188/10798] HRMY (US): sector_id=129
  [8189/10798] HROW (US): sector_id=130
  [8190/10798] HRTX (US): sector_id=129
  [8191/10798] HRZN (US): sector_id=147
  [8192/10798] HSAI (US): sector_id=157
  [8193/10798] HSCS (US): sector_id=132
  [8194/10798] HSCSW (US): null (매핑 실패)
  [8195/10798] HSDT (US): sector_id=147
  [8196/10798] HSIC (US): sector_id=134
  [8197/10798] HSPT (US): sector_id=142
  [8198/10798] HSPTR (US): null (매핑 실패)
  [8199/10798] HSPTU (US): sector_id=142
  [8200/10798] HST (US): sector_id=262
  [8201/10798] HSTM (US): sector_id=137
  [8202/10798] HTCO (US): sector_id=225
  [8203/10798] HTCR (US): sector_id=119
  [8204/10798] HTFL (US): sector_id=137
  [8205/10798] HTHT (US): sector_id=171
  [8206/10798] HTLD (US): sector_id=226
  [8207/10798] HTLM (US): sector_id=181
  [8208/10798] HTO (US): sector_id=257
  [8209/10798] HTOO (US): sector_id=259
  [8210/10798] HTZ (US): sector_id=143
  [8211/10798] HTZWW (US): null (매핑 실패)
  [8212/10798] HUBC (US): sector_id=120
  [8213/10798] HUBCW (US): null (매핑 실패)
  [8214/10798] HUBCZ (US): null (매핑 실패)
  [8215/10798] HUBG (US): sector_id=223
  [8216/10798] HUDI (US): sector_id=244
  [8217/10798] HWH (US): sector_id=166
  [8218/10798] HWKN (US): sector_id=234
  [8219/10798] HXHX (US): sector_id=223
  [8220/10798] HYFM (US): sector_id=212
  [8221/10798] HYFT (US): sector_id=129
  [8222/10798] HYMC (US): sector_id=241
  [8223/10798] HYNE (US): null (매핑 실패)
  [8224/10798] HYPD (US): sector_id=129
  [8225/10798] HYPR (US): sector_id=132
  [8226/10798] IACO (US): sector_id=142
  [8227/10798] IACOU (US): sector_id=142
  [8228/10798] IACOW (US): null (매핑 실패)
  [8229/10798] IACQU (US): sector_id=142
  [8230/10798] IBAC (US): sector_id=142
  [8231/10798] IBACR (US): null (매핑 실패)
  [8232/10798] IBCP (US): sector_id=139
  [8233/10798] IBEX (US): sector_id=116
  [8234/10798] IBG (US): sector_id=185
  [8235/10798] IBIO (US): sector_id=129
  [8236/10798] IBKR (US): sector_id=149
  [8237/10798] IBOC (US): sector_id=139
  [8238/10798] ICCC (US): sector_id=129
  [8239/10798] ICCM (US): sector_id=132
  [8240/10798] ICFI (US): sector_id=221
  [8241/10798] ICG (US): sector_id=128
  [8242/10798] ICHR (US): sector_id=127
  [8243/10798] ICLR (US): sector_id=131
  [8244/10798] ICMB (US): sector_id=147
  [8245/10798] ICON (US): sector_id=225
  [8246/10798] ICU (US): sector_id=129
  [8247/10798] ICUCW (US): null (매핑 실패)
  [8248/10798] ICUI (US): sector_id=133
  [8249/10798] IDACU (US): sector_id=142
  [8250/10798] IDAI (US): sector_id=119
  [8251/10798] IDCC (US): null (매핑 실패)
  [8252/10798] IDN (US): sector_id=119
  [8253/10798] IDXX (US): sector_id=131
  [8254/10798] IDYA (US): sector_id=129
  [8255/10798] IEAG (US): sector_id=142
  [8256/10798] IEAGR (US): null (매핑 실패)
  [8257/10798] IEAGU (US): sector_id=142
  [8258/10798] IEP (US): sector_id=251
  [8259/10798] IESC (US): sector_id=208
  [8260/10798] IFBD (US): sector_id=119
  [8261/10798] IFRX (US): sector_id=129
  [8262/10798] IGAC (US): sector_id=142
  [8263/10798] IGIC (US): sector_id=154
  [8264/10798] IHRT (US): sector_id=200
  [8265/10798] III (US): sector_id=116
  [8266/10798] IIIV (US): sector_id=120
  [8267/10798] HVIIU (US): sector_id=142
  [8268/10798] IKT (US): sector_id=129
  [8269/10798] ILAG (US): sector_id=207
  [8270/10798] ILLR (US): sector_id=119
  [8271/10798] ILLRW (US): null (매핑 실패)
  [8272/10798] ILLU (US): sector_id=142
  [8273/10798] ILLUU (US): sector_id=142
  [8274/10798] ILMN (US): sector_id=131
  [8275/10798] ILPT (US): sector_id=261
  [8276/10798] IMA (US): sector_id=129
  [8277/10798] IMCC (US): sector_id=130
  [8278/10798] IMCR (US): sector_id=129
  [8279/10798] IMDX (US): sector_id=131
  [8280/10798] IMKTA (US): sector_id=192
  [8281/10798] IAC (US): sector_id=205
  [8282/10798] IMMP (US): sector_id=129
  [8283/10798] IMMR (US): sector_id=119
  [8284/10798] IMMX (US): sector_id=129
  [8285/10798] IMNM (US): sector_id=129
  [8286/10798] IMNN (US): sector_id=129
  [8287/10798] IMOS (US): sector_id=128
  [8288/10798] IMPP (US): sector_id=252
  [8289/10798] IMPPP (US): sector_id=252
  [8290/10798] IMRN (US): sector_id=129
  [8291/10798] IMRX (US): sector_id=129
  [8292/10798] IMSR (US): sector_id=254
  [8293/10798] IMSRW (US): ERROR — The read operation timed out
  [8294/10798] IMTE (US): sector_id=124
  [8295/10798] IMTX (US): sector_id=129
  [8296/10798] IMUX (US): sector_id=129
  [8297/10798] IMVT (US): sector_id=129
  [8298/10798] IMXI (US): sector_id=120
  [8299/10798] INAB (US): sector_id=129
  [8300/10798] INBK (US): sector_id=139
  [8301/10798] INBKZ (US): null (매핑 실패)
  [8302/10798] INBS (US): sector_id=132
  [8303/10798] GHRS (US): sector_id=129
  [8304/10798] GIBO (US): sector_id=205
  [8305/10798] GIFT (US): sector_id=205
  [8306/10798] ILLUW (US): null (매핑 실패)
  [8307/10798] GIGM (US): sector_id=204
  [8308/10798] GIII (US): sector_id=167
  [8309/10798] GILD (US): sector_id=130
  [8310/10798] GILT (US): sector_id=121
  [8311/10798] GIPR (US): sector_id=260
  [8312/10798] GIPRW (US): null (매핑 실패)
  [8313/10798] GITS (US): sector_id=205
  [8314/10798] GIW (US): sector_id=142
  [8315/10798] GIWWR (US): null (매핑 실패)
  [8316/10798] GIX (US): sector_id=142
  [8317/10798] INBX (US): sector_id=129
  [8318/10798] INCR (US): sector_id=130
  [8319/10798] INCY (US): sector_id=129
  [8320/10798] INDB (US): sector_id=139
  [8321/10798] INDI (US): sector_id=128
  [8322/10798] INDP (US): sector_id=129
  [8323/10798] INDV (US): null (매핑 실패)
  [8324/10798] INEO (US): null (매핑 실패)
  [8325/10798] INGN (US): sector_id=132
  [8326/10798] INHD (US): sector_id=244
  [8327/10798] INKT (US): sector_id=129
  [8328/10798] INLF (US): sector_id=213
  [8329/10798] INM (US): sector_id=130
  [8330/10798] INMB (US): sector_id=129
  [8331/10798] INAC (US): sector_id=142
  [8332/10798] INACR (US): null (매핑 실패)
  [8333/10798] INACU (US): sector_id=142
  [8334/10798] INMD (US): sector_id=132
  [8335/10798] INNV (US): sector_id=135
  [8336/10798] INO (US): null (매핑 실패)
  [8337/10798] INOD (US): sector_id=116
  [8338/10798] INSE (US): sector_id=170
  [8339/10798] INSG (US): sector_id=121
  [8340/10798] INSM (US): sector_id=129
  [8341/10798] IGACU (US): sector_id=142
  [8342/10798] GIXXR (US): null (매핑 실패)
  [8343/10798] GIXXU (US): sector_id=142
  [8344/10798] GLAD (US): sector_id=147
  [8345/10798] GLBE (US): sector_id=177
  [8346/10798] GLBS (US): sector_id=225
  [8347/10798] GLE (US): sector_id=116
  [8348/10798] GLIBA (US): sector_id=197
  [8349/10798] GLIBK (US): sector_id=197
  [8350/10798] GLMD (US): sector_id=129
  [8351/10798] GLND (US): sector_id=249
  [8352/10798] GLNDW (US): null (매핑 실패)
  [8353/10798] GLNG (US): sector_id=252
  [8354/10798] GLOO (US): sector_id=119
  [8355/10798] GLPI (US): sector_id=267
  [8356/10798] GLRE (US): sector_id=156
  [8357/10798] GLSI (US): sector_id=129
  [8358/10798] GLUE (US): sector_id=129
  [8359/10798] GLXG (US): sector_id=220
  [8360/10798] GLXY (US): sector_id=149
  [8361/10798] GMAB (US): sector_id=129
  [8362/10798] GMEX (US): sector_id=161
  [8363/10798] GMHS (US): sector_id=204
  [8364/10798] GMM (US): sector_id=116
  [8365/10798] GNLN (US): sector_id=189
  [8366/10798] GNLX (US): sector_id=129
  [8367/10798] GNPX (US): sector_id=129
  [8368/10798] GNSS (US): sector_id=123
  [8369/10798] GNTA (US): sector_id=129
  [8370/10798] GNTX (US): sector_id=157
  [8371/10798] GO (US): sector_id=192
  [8372/10798] GOAI (US): sector_id=120
  [8373/10798] GOCO (US): sector_id=152
  [8374/10798] GOGO (US): sector_id=197
  [8375/10798] GOOD (US): sector_id=260
  [8376/10798] GOODN (US): sector_id=260
  [8377/10798] GOODO (US): null (매핑 실패)
  [8378/10798] GOOG (US): sector_id=205
  [8379/10798] GOOGL (US): ERROR — The read operation timed out
  [8380/10798] GOSS (US): sector_id=129
  [8381/10798] GOVX (US): sector_id=129
  [8382/10798] GP (US): sector_id=212
  [8383/10798] GPAC (US): sector_id=142
  [8384/10798] GPAT (US): sector_id=142
  [8385/10798] GPATU (US): sector_id=142
  [8386/10798] GPCR (US): sector_id=129
  [8387/10798] GPRE (US): sector_id=231
  [8388/10798] GPRO (US): sector_id=161
  [8389/10798] GRAB (US): sector_id=119
  [8390/10798] GRABW (US): null (매핑 실패)
  [8391/10798] GRAL (US): sector_id=131
  [8392/10798] GRAN (US): sector_id=149
  [8393/10798] GRCE (US): sector_id=129
  [8394/10798] GRDX (US): sector_id=129
  [8395/10798] GREE (US): sector_id=149
  [8396/10798] GREEL (US): null (매핑 실패)
  [8397/10798] GRFS (US): sector_id=130
  [8398/10798] GRI (US): sector_id=129
  [8399/10798] GRML (US): sector_id=242
  [8400/10798] GRMLW (US): null (매핑 실패)
  [8401/10798] GRNQ (US): sector_id=221
  [8402/10798] GROW (US): sector_id=147
  [8403/10798] GRPN (US): sector_id=205
  [8404/10798] GRRR (US): sector_id=120
  [8405/10798] GRRRW (US): null (매핑 실패)
  [8406/10798] GRVY (US): sector_id=204
  [8407/10798] GRWG (US): sector_id=181
  [8408/10798] GSAT (US): sector_id=197
  [8409/10798] GSBC (US): sector_id=139
  [8410/10798] GSHD (US): null (매핑 실패)
  [8411/10798] GSHRW (US): null (매핑 실패)
  [8412/10798] GSIT (US): sector_id=128
  [8413/10798] GSIW (US): sector_id=149
  [8414/10798] GSM (US): sector_id=239
  [8415/10798] GSRF (US): sector_id=142
  [8416/10798] GSRFR (US): null (매핑 실패)
  [8417/10798] GSRVU (US): sector_id=142
  [8418/10798] GSUN (US): sector_id=174
  [8419/10798] GT (US): sector_id=157
  [8420/10798] GTBP (US): sector_id=129
  [8421/10798] GTEC (US): sector_id=157
  [8422/10798] GTEN (US): sector_id=142
  [8423/10798] GTENU (US): sector_id=142
  [8424/10798] GTENW (US): null (매핑 실패)
  [8425/10798] GTERA (US): sector_id=142
  [8426/10798] GTERR (US): null (매핑 실패)
  [8427/10798] GTIM (US): sector_id=173
  [8428/10798] GTLB (US): sector_id=120
  [8429/10798] GTM (US): sector_id=119
  [8430/10798] GTX (US): sector_id=157
  [8431/10798] GUACU (US): sector_id=142
  [8432/10798] GURE (US): sector_id=231
  [8433/10798] GUTS (US): sector_id=129
  [8434/10798] GV (US): sector_id=174
  [8435/10798] GVH (US): sector_id=223
  [8436/10798] GWAV (US): sector_id=216
  [8437/10798] GWRS (US): sector_id=257
  [8438/10798] GXAI (US): sector_id=204
  [8439/10798] GYRE (US): sector_id=129
  [8440/10798] GYRO (US): sector_id=271
  [8441/10798] HACQ (US): sector_id=142
  [8442/10798] HACQU (US): sector_id=142
  [8443/10798] HAFC (US): sector_id=139
  [8444/10798] HNST (US): sector_id=194
  [8445/10798] HNVR (US): sector_id=139
  [8446/10798] HOFT (US): sector_id=162
  [8447/10798] HOLO (US): sector_id=124
  [8448/10798] HOLOW (US): null (매핑 실패)
  [8449/10798] HON (US): sector_id=211
  [8450/10798] HOOD (US): sector_id=149
  [8451/10798] HOPE (US): sector_id=139
  [8452/10798] HOUR (US): sector_id=177
  [8453/10798] HOVNP (US): null (매핑 실패)
  [8454/10798] HOVR (US): sector_id=206
  [8455/10798] HOVRW (US): null (매핑 실패)
  [8456/10798] HUHU (US): sector_id=213
  [8457/10798] HUIZ (US): sector_id=152
  [8458/10798] HUMA (US): sector_id=129
  [8459/10798] HUMAW (US): null (매핑 실패)
  [8460/10798] HURA (US): sector_id=129
  [8461/10798] HURC (US): sector_id=213
  [8462/10798] HURN (US): sector_id=221
  [8463/10798] HUT (US): sector_id=149
  [8464/10798] HVII (US): sector_id=142
  [8465/10798] HVIIR (US): null (매핑 실패)
  [8466/10798] HVMC (US): sector_id=142
  [8467/10798] HWBK (US): sector_id=139
  [8468/10798] HWC (US): sector_id=139
  [8469/10798] HBCP (US): sector_id=139
  [8470/10798] HBANM (US): sector_id=139
  [8471/10798] HBANL (US): sector_id=139
  [8472/10798] HBAN (US): sector_id=139
  [8473/10798] HWCPZ (US): null (매핑 실패)
  [8474/10798] IBRX (US): sector_id=129
  [8475/10798] MLAAW (US): null (매핑 실패)
  [8476/10798] LATA (US): sector_id=142
  [8477/10798] MLAB (US): sector_id=123
  [8478/10798] KITT (US): sector_id=206
  [8479/10798] KINS (US): sector_id=155
  [8480/10798] KIDZW (US): null (매핑 실패)
  [8481/10798] LASR (US): sector_id=128
  [8482/10798] LASE (US): sector_id=213
  [8483/10798] LARK (US): sector_id=139
  [8484/10798] LANDP (US): sector_id=267
  [8485/10798] LANDO (US): ERROR — The read operation timed out
  [8486/10798] LAFAR (US): null (매핑 실패)
  [8487/10798] LAND (US): sector_id=267
  [8488/10798] LAMR (US): sector_id=267
  [8489/10798] LAKE (US): sector_id=167
  [8490/10798] LAFA (US): sector_id=142
  [8491/10798] LAES (US): sector_id=128
  [8492/10798] LABT (US): sector_id=129
  [8493/10798] LAB (US): sector_id=132
  [8494/10798] KZIA (US): sector_id=129
  [8495/10798] KYTX (US): sector_id=129
