=== 종목 배치 적재 (GICS 계층화) ===

모드: cron (sector_id 재시도)

  섹터 매핑 테이블 로드 중...
  gics_yfinance_map: 176건, sectors L1: 12건, sectors 전체: 220건

[cron] sector_id 미설정 종목 조회 중...
  대상: 10798개

  [2227/10798] 289250 (KR): null (매핑 실패)
  [2228/10798] 252650 (KR): null (매핑 실패)
  [2229/10798] 300950 (KR): null (매핑 실패)
  [2230/10798] 023150 (KR): sector_id=185
  [2231/10798] 229720 (KR): null (매핑 실패)
  [2232/10798] 0051A0 (KR): null (매핑 실패)
  [2233/10798] 006570 (KR): sector_id=194
  [2234/10798] 0193G0 (KR): null (매핑 실패)
  [2235/10798] 477730 (KR): null (매핑 실패)
  [2236/10798] 388280 (KR): null (매핑 실패)
  [2237/10798] 071950 (KR): sector_id=162
  [2238/10798] 0106J0 (KR): null (매핑 실패)
  [2239/10798] 419650 (KR): null (매핑 실패)
  [2240/10798] 497780 (KR): null (매핑 실패)
  [2241/10798] 530119 (KR): null (매핑 실패)
  [2242/10798] 385600 (KR): null (매핑 실패)
  [2243/10798] 580072 (KR): null (매핑 실패)
  [2244/10798] 002025 (KR): sector_id=211
  [2245/10798] 520065 (KR): null (매핑 실패)
  [2246/10798] 248270 (KR): null (매핑 실패)
  [2247/10798] 090370 (KR): sector_id=167
  [2248/10798] 494340 (KR): null (매핑 실패)
  [2249/10798] 580048 (KR): null (매핑 실패)
  [2250/10798] 252710 (KR): null (매핑 실패)
  [2251/10798] 438320 (KR): null (매핑 실패)
  [2252/10798] 0089B0 (KR): null (매핑 실패)
  [2253/10798] 760012 (KR): null (매핑 실패)
  [2254/10798] 33626L (KR): sector_id=209
  [2255/10798] 411540 (KR): null (매핑 실패)
  [2256/10798] 610069 (KR): null (매핑 실패)
  [2257/10798] 364690 (KR): null (매핑 실패)
  [2258/10798] 001070 (KR): sector_id=169
  [2259/10798] 008250 (KR): sector_id=245
  [2260/10798] 407310 (KR): null (매핑 실패)
  [2261/10798] 204450 (KR): null (매핑 실패)
  [2262/10798] 465660 (KR): null (매핑 실패)
  [2263/10798] 33637K (KR): sector_id=124
  [2264/10798] 012160 (KR): sector_id=244
  [2265/10798] 289480 (KR): null (매핑 실패)
  [2266/10798] 025750 (KR): sector_id=162
  [2267/10798] 380340 (KR): null (매핑 실패)
  [2268/10798] 469050 (KR): null (매핑 실패)
  [2269/10798] 292160 (KR): null (매핑 실패)
  [2270/10798] 0107F0 (KR): null (매핑 실패)
  [2271/10798] 159800 (KR): null (매핑 실패)
  [2272/10798] 117460 (KR): null (매핑 실패)
  [2273/10798] 292500 (KR): null (매핑 실패)
  [2274/10798] 510044 (KR): null (매핑 실패)
  [2275/10798] 0137W0 (KR): null (매핑 실패)
  [2276/10798] 580049 (KR): null (매핑 실패)
  [2277/10798] 0164G0 (KR): null (매핑 실패)
  [2278/10798] 493420 (KR): null (매핑 실패)
  [2279/10798] 271060 (KR): null (매핑 실패)
  [2280/10798] 520083 (KR): null (매핑 실패)
  [2281/10798] 005820 (KR): sector_id=236
  [2282/10798] 088790 (KR): sector_id=167
  [2283/10798] 176950 (KR): null (매핑 실패)
  [2284/10798] 277540 (KR): null (매핑 실패)
  [2285/10798] 245360 (KR): null (매핑 실패)
  [2286/10798] 245350 (KR): null (매핑 실패)
  [2287/10798] 520077 (KR): null (매핑 실패)
  [2288/10798] 195930 (KR): null (매핑 실패)
  [2289/10798] 530130 (KR): null (매핑 실패)
  [2290/10798] 0144M0 (KR): null (매핑 실패)
  [2291/10798] 610089 (KR): null (매핑 실패)
  [2292/10798] 415340 (KR): null (매핑 실패)
  [2293/10798] 449780 (KR): null (매핑 실패)
  [2294/10798] 261250 (KR): null (매핑 실패)
  [2295/10798] 027740 (KR): sector_id=188
  [2296/10798] 415760 (KR): null (매핑 실패)
  [2297/10798] 139270 (KR): null (매핑 실패)
  [2298/10798] 308170 (KR): sector_id=157
  [2299/10798] 001380 (KR): sector_id=157
  [2300/10798] 003535 (KR): sector_id=149
  [2301/10798] 002870 (KR): sector_id=236
  [2302/10798] 475380 (KR): null (매핑 실패)
  [2303/10798] 001210 (KR): sector_id=209
  [2304/10798] 156080 (KR): null (매핑 실패)
  [2305/10798] 570072 (KR): null (매핑 실패)
  [2306/10798] 0065G0 (KR): null (매핑 실패)
  [2307/10798] 004365 (KR): sector_id=223
  [2308/10798] 570082 (KR): null (매핑 실패)
  [2309/10798] 352560 (KR): null (매핑 실패)
  [2310/10798] 580073 (KR): null (매핑 실패)
  [2311/10798] 461600 (KR): null (매핑 실패)
  [2312/10798] 0193K0 (KR): null (매핑 실패)
  [2313/10798] 570065 (KR): null (매핑 실패)
  [2314/10798] 227540 (KR): null (매핑 실패)
  [2315/10798] 276970 (KR): null (매핑 실패)
  [2316/10798] 459750 (KR): null (매핑 실패)
  [2317/10798] 0093D0 (KR): null (매핑 실패)
  [2318/10798] 0097L0 (KR): null (매핑 실패)
  [2319/10798] 491090 (KR): null (매핑 실패)
  [2320/10798] 550097 (KR): null (매핑 실패)
  [2321/10798] 223190 (KR): null (매핑 실패)
  [2322/10798] 002880 (KR): sector_id=157
  [2323/10798] 0138T0 (KR): null (매핑 실패)
  [2324/10798] 489290 (KR): null (매핑 실패)
  [2325/10798] 496120 (KR): null (매핑 실패)
  [2326/10798] 256440 (KR): null (매핑 실패)
  [2327/10798] 520075 (KR): null (매핑 실패)
  [2328/10798] 0141T0 (KR): null (매핑 실패)
  [2329/10798] 0047R0 (KR): null (매핑 실패)
  [2330/10798] 368190 (KR): null (매핑 실패)
  [2331/10798] 459790 (KR): null (매핑 실패)
  [2332/10798] 414270 (KR): null (매핑 실패)
  [2333/10798] 0192T0 (KR): null (매핑 실패)
  [2334/10798] 437350 (KR): null (매핑 실패)
  [2335/10798] 0085N0 (KR): null (매핑 실패)
  [2336/10798] 0190M0 (KR): null (매핑 실패)
  [2337/10798] 610075 (KR): null (매핑 실패)
  [2338/10798] 530140 (KR): null (매핑 실패)
  [2339/10798] 145270 (KR): sector_id=260
  [2340/10798] 426150 (KR): null (매핑 실패)
  [2341/10798] 520090 (KR): null (매핑 실패)
  [2342/10798] 367740 (KR): null (매핑 실패)
  [2343/10798] 145850 (KR): null (매핑 실패)
  [2344/10798] 134790 (KR): sector_id=162
  [2345/10798] 014990 (KR): sector_id=167
  [2346/10798] 003680 (KR): sector_id=188
  [2347/10798] 450190 (KR): null (매핑 실패)
  [2348/10798] 520057 (KR): null (매핑 실패)
  [2349/10798] 494410 (KR): null (매핑 실패)
  [2350/10798] 570047 (KR): null (매핑 실패)
  [2351/10798] 580081 (KR): null (매핑 실패)
  [2352/10798] 610007 (KR): null (매핑 실패)
  [2353/10798] 395290 (KR): null (매핑 실패)
  [2354/10798] 023960 (KR): sector_id=208
  [2355/10798] 007120 (KR): sector_id=219
  [2356/10798] 530138 (KR): null (매핑 실패)
  [2357/10798] 0152E0 (KR): null (매핑 실패)
  [2358/10798] 0103T0 (KR): null (매핑 실패)
  [2359/10798] 000890 (KR): sector_id=185
  [2360/10798] 276650 (KR): null (매핑 실패)
  [2361/10798] 500035 (KR): null (매핑 실패)
  [2362/10798] 117680 (KR): null (매핑 실패)
  [2363/10798] 005320 (KR): sector_id=167
  [2364/10798] 000760 (KR): sector_id=231
  [2365/10798] 000215 (KR): sector_id=234
  [2366/10798] 580075 (KR): null (매핑 실패)
  [2367/10798] 468630 (KR): null (매핑 실패)
  [2368/10798] 464600 (KR): null (매핑 실패)
  [2369/10798] 275290 (KR): null (매핑 실패)
  [2370/10798] 570119 (KR): null (매핑 실패)
  [2371/10798] 500040 (KR): null (매핑 실패)
  [2372/10798] 295020 (KR): null (매핑 실패)
  [2373/10798] 580070 (KR): null (매핑 실패)
  [2374/10798] 375760 (KR): null (매핑 실패)
  [2375/10798] 488200 (KR): null (매핑 실패)
  [2376/10798] 387270 (KR): null (매핑 실패)
  [2377/10798] 0150K0 (KR): null (매핑 실패)
  [2378/10798] 108590 (KR): null (매핑 실패)
  [2379/10798] 610101 (KR): null (매핑 실패)
  [2380/10798] 013000 (KR): sector_id=234
  [2381/10798] 084870 (KR): sector_id=167
  [2382/10798] 364990 (KR): null (매핑 실패)
  [2383/10798] 010640 (KR): ERROR — The read operation timed out
  [2384/10798] 0177A0 (KR): null (매핑 실패)
  [2385/10798] 241390 (KR): null (매핑 실패)
  [2386/10798] 261120 (KR): null (매핑 실패)
  [2387/10798] 570118 (KR): null (매핑 실패)
  [2388/10798] 476070 (KR): null (매핑 실패)
  [2389/10798] 139250 (KR): null (매핑 실패)
  [2390/10798] 167860 (KR): null (매핑 실패)
  [2391/10798] 003060 (KR): sector_id=130
  [2392/10798] 049800 (KR): sector_id=213
  [2393/10798] 261060 (KR): null (매핑 실패)
  [2394/10798] 337120 (KR): null (매핑 실패)
  [2395/10798] 580022 (KR): null (매핑 실패)
  [2396/10798] 183700 (KR): null (매핑 실패)
  [2397/10798] 465350 (KR): null (매핑 실패)
  [2398/10798] 225130 (KR): null (매핑 실패)
  [2399/10798] 238720 (KR): null (매핑 실패)
  [2400/10798] 011330 (KR): sector_id=168
  [2401/10798] 520068 (KR): null (매핑 실패)
  [2402/10798] 133820 (KR): sector_id=244
  [2403/10798] 496770 (KR): null (매핑 실패)
  [2404/10798] 580077 (KR): null (매핑 실패)
  [2405/10798] 550041 (KR): null (매핑 실패)
  [2406/10798] 451600 (KR): null (매핑 실패)
  [2407/10798] 192720 (KR): null (매핑 실패)
  [2408/10798] 446690 (KR): null (매핑 실패)
  [2409/10798] 760005 (KR): null (매핑 실패)
  [2410/10798] 004270 (KR): sector_id=161
  [2411/10798] 026940 (KR): sector_id=244
  [2412/10798] 0166N0 (KR): null (매핑 실패)
  [2413/10798] 481850 (KR): sector_id=260
  [2414/10798] 006740 (KR): sector_id=246
  [2415/10798] 017040 (KR): sector_id=209
  [2416/10798] 530143 (KR): null (매핑 실패)
  [2417/10798] 292560 (KR): null (매핑 실패)
  [2418/10798] 419430 (KR): null (매핑 실패)
  [2419/10798] 0083S0 (KR): null (매핑 실패)
  [2420/10798] 011420 (KR): sector_id=200
  [2421/10798] 008420 (KR): sector_id=244
  [2422/10798] 700034 (KR): null (매핑 실패)
  [2423/10798] 570069 (KR): null (매핑 실패)
  [2424/10798] 322400 (KR): null (매핑 실패)
  [2425/10798] 019490 (KR): sector_id=219
  [2426/10798] 005360 (KR): sector_id=181
  [2427/10798] 122260 (KR): null (매핑 실패)
  [2428/10798] 520078 (KR): null (매핑 실패)
  [2429/10798] 0155M0 (KR): null (매핑 실패)
  [2430/10798] 069640 (KR): sector_id=167
  [2431/10798] 520073 (KR): null (매핑 실패)
  [2432/10798] 217770 (KR): null (매핑 실패)
  [2433/10798] 530118 (KR): null (매핑 실패)
  [2434/10798] 476690 (KR): null (매핑 실패)
  [2435/10798] 407830 (KR): null (매핑 실패)
  [2436/10798] 287180 (KR): null (매핑 실패)
  [2437/10798] 520102 (KR): null (매핑 실패)
  [2438/10798] 471460 (KR): null (매핑 실패)
  [2439/10798] 023350 (KR): sector_id=208
  [2440/10798] 37550K (KR): sector_id=208
  [2441/10798] 147970 (KR): null (매핑 실패)
  [2442/10798] 530116 (KR): null (매핑 실패)
  [2443/10798] 322410 (KR): null (매핑 실패)
  [2444/10798] 041650 (KR): sector_id=157
  [2445/10798] 371470 (KR): null (매핑 실패)
  [2446/10798] 476260 (KR): null (매핑 실패)
  [2447/10798] 131970 (KR): null (매핑 실패)
  [2448/10798] 067310 (KR): null (매핑 실패)
  [2449/10798] 214150 (KR): sector_id=132
  [2450/10798] 005290 (KR): sector_id=231
  [2451/10798] 086820 (KR): sector_id=129
  [2452/10798] 119610 (KR): sector_id=133
  [2453/10798] 126700 (KR): sector_id=123
  [2454/10798] 122990 (KR): sector_id=124
  [2455/10798] 101360 (KR): sector_id=157
  [2456/10798] 005710 (KR): sector_id=157
  [2457/10798] 094820 (KR): null (매핑 실패)
  [2458/10798] 353810 (KR): null (매핑 실패)
  [2459/10798] 457550 (KR): sector_id=254
  [2460/10798] 256840 (KR): sector_id=130
  [2461/10798] 126730 (KR): sector_id=209
  [2462/10798] 032580 (KR): null (매핑 실패)
  [2463/10798] 417010 (KR): sector_id=124
  [2464/10798] 034810 (KR): sector_id=271
  [2465/10798] 119830 (KR): sector_id=127
  [2466/10798] 446540 (KR): sector_id=127
  [2467/10798] 405100 (KR): sector_id=127
  [2468/10798] 054450 (KR): sector_id=128
  [2469/10798] 214180 (KR): sector_id=120
  [2470/10798] 192440 (KR): sector_id=161
  [2471/10798] 065710 (KR): sector_id=213
  [2472/10798] 083310 (KR): null (매핑 실패)
  [2473/10798] 380540 (KR): sector_id=122
  [2474/10798] 149950 (KR): sector_id=124
  [2475/10798] 013120 (KR): sector_id=269
  [2476/10798] 126600 (KR): sector_id=157
  [2477/10798] 011560 (KR): sector_id=208
  [2478/10798] 418550 (KR): sector_id=124
  [2479/10798] 0007C0 (KR): sector_id=120
  [2480/10798] 402490 (KR): sector_id=234
  [2481/10798] 232680 (KR): sector_id=122
  [2482/10798] 308080 (KR): sector_id=129
  [2483/10798] 475960 (KR): sector_id=129
  [2484/10798] 036560 (KR): null (매핑 실패)
  [2485/10798] 264850 (KR): sector_id=124
  [2486/10798] 418420 (KR): sector_id=128
  [2487/10798] 053300 (KR): sector_id=116
  [2488/10798] 060280 (KR): null (매핑 실패)
  [2489/10798] 078070 (KR): null (매핑 실패)
  [2490/10798] 272290 (KR): sector_id=127
  [2491/10798] 089010 (KR): null (매핑 실패)
  [2492/10798] 082270 (KR): null (매핑 실패)
  [2493/10798] 122640 (KR): sector_id=213
  [2494/10798] 033500 (KR): null (매핑 실패)
  [2495/10798] 425420 (KR): sector_id=128
  [2496/10798] 077360 (KR): null (매핑 실패)
  [2497/10798] 041830 (KR): null (매핑 실패)
  [2498/10798] 086900 (KR): sector_id=129
  [2499/10798] 102710 (KR): null (매핑 실패)
  [2500/10798] 089890 (KR): null (매핑 실패)
  [2501/10798] 348340 (KR): sector_id=213
  [2502/10798] 253590 (KR): sector_id=128
  [2503/10798] 067160 (KR): null (매핑 실패)
  [2504/10798] 015750 (KR): sector_id=157
  [2505/10798] 074600 (KR): sector_id=127
  [2506/10798] 199800 (KR): sector_id=129
  [2507/10798] 025980 (KR): null (매핑 실패)
  [2508/10798] 464080 (KR): sector_id=124
  [2509/10798] 099320 (KR): null (매핑 실패)
  [2510/10798] 255220 (KR): ERROR — The read operation timed out
  [2511/10798] 0088M0 (KR): sector_id=132
  [2512/10798] 045390 (KR): null (매핑 실패)
  [2513/10798] 078350 (KR): null (매핑 실패)
  [2514/10798] 064550 (KR): null (매핑 실패)
  [2515/10798] 104830 (KR): sector_id=234
  [2516/10798] 024850 (KR): sector_id=127
  [2517/10798] 432720 (KR): sector_id=128
  [2518/10798] 092070 (KR): null (매핑 실패)
  [2519/10798] 476830 (KR): sector_id=129
  [2520/10798] 032500 (KR): sector_id=121
  [2521/10798] 101490 (KR): null (매핑 실패)
  [2522/10798] 041510 (KR): sector_id=203
  [2523/10798] 039200 (KR): null (매핑 실패)
  [2524/10798] 445680 (KR): null (매핑 실패)
  [2525/10798] 437730 (KR): sector_id=209
  [2526/10798] 0009K0 (KR): sector_id=129
  [2527/10798] 323280 (KR): sector_id=213
  [2528/10798] 096530 (KR): sector_id=129
  [2529/10798] 420770 (KR): sector_id=127
  [2530/10798] 060370 (KR): null (매핑 실패)
  [2531/10798] 347700 (KR): sector_id=137
  [2532/10798] 089970 (KR): sector_id=127
  [2533/10798] 452280 (KR): sector_id=213
  [2534/10798] 068930 (KR): sector_id=174
  [2535/10798] 031330 (KR): sector_id=126
  [2536/10798] 089030 (KR): sector_id=127
  [2537/10798] 140410 (KR): null (매핑 실패)
  [2538/10798] 035900 (KR): sector_id=203
  [2539/10798] 140860 (KR): sector_id=123
  [2540/10798] 068760 (KR): sector_id=130
  [2541/10798] 078600 (KR): null (매핑 실패)
  [2542/10798] 030530 (KR): sector_id=213
  [2543/10798] 007390 (KR): null (매핑 실패)
  [2544/10798] 100790 (KR): null (매핑 실패)
  [2545/10798] 083650 (KR): null (매핑 실패)
  [2546/10798] 290650 (KR): sector_id=132
  [2547/10798] 257720 (KR): sector_id=194
  [2548/10798] 082920 (KR): null (매핑 실패)
  [2549/10798] 098460 (KR): sector_id=127
  [2550/10798] 218410 (KR): null (매핑 실패)
  [2551/10798] 131290 (KR): null (매핑 실패)
  [2552/10798] 237690 (KR): null (매핑 실패)
  [2553/10798] 058610 (KR): null (매핑 실패)
  [2554/10798] 095610 (KR): null (매핑 실패)
  [2555/10798] 032820 (KR): null (매핑 실패)
  [2556/10798] 031980 (KR): null (매핑 실패)
  [2557/10798] 263750 (KR): sector_id=204
  [2558/10798] 393890 (KR): sector_id=209
  [2559/10798] 099190 (KR): null (매핑 실패)
  [2560/10798] 340570 (KR): sector_id=132
  [2561/10798] 034950 (KR): sector_id=149
  [2562/10798] 211050 (KR): sector_id=141
  [2563/10798] 477850 (KR): sector_id=119
  [2564/10798] 123860 (KR): sector_id=128
  [2565/10798] 049630 (KR): sector_id=124
  [2566/10798] 439090 (KR): sector_id=194
  [2567/10798] 402030 (KR): null (매핑 실패)
  [2568/10798] 036030 (KR): sector_id=205
  [2569/10798] 042000 (KR): sector_id=120
  [2570/10798] 461300 (KR): sector_id=174
  [2571/10798] 138610 (KR): sector_id=129
  [2572/10798] 159010 (KR): sector_id=213
  [2573/10798] 382800 (KR): sector_id=216
  [2574/10798] 012210 (KR): sector_id=157
  [2575/10798] 330860 (KR): sector_id=128
  [2576/10798] 294570 (KR): sector_id=116
  [2577/10798] 304100 (KR): sector_id=120
  [2578/10798] 067080 (KR): sector_id=130
  [2579/10798] 419530 (KR): sector_id=203
  [2580/10798] 494120 (KR): sector_id=132
  [2581/10798] 099440 (KR): sector_id=213
  [2582/10798] 067390 (KR): sector_id=206
  [2583/10798] 088800 (KR): null (매핑 실패)
  [2584/10798] 094480 (KR): null (매핑 실패)
  [2585/10798] 338840 (KR): sector_id=129
  [2586/10798] 051370 (KR): sector_id=124
  [2587/10798] 254490 (KR): sector_id=127
  [2588/10798] 023760 (KR): null (매핑 실패)
  [2589/10798] 472850 (KR): sector_id=178
  [2590/10798] 206640 (KR): sector_id=132
  [2591/10798] 394420 (KR): sector_id=132
  [2592/10798] 054210 (KR): sector_id=209
  [2593/10798] 190510 (KR): null (매핑 실패)
  [2594/10798] 199820 (KR): sector_id=209
  [2595/10798] 064820 (KR): null (매핑 실패)
  [2596/10798] 098120 (KR): null (매핑 실패)
  [2597/10798] 0011T0 (KR): sector_id=181
  [2598/10798] 039440 (KR): sector_id=127
  [2599/10798] 451760 (KR): sector_id=120
  [2600/10798] 357550 (KR): sector_id=234
  [2601/10798] 067630 (KR): null (매핑 실패)
  [2602/10798] 456010 (KR): sector_id=128
  [2603/10798] 095500 (KR): null (매핑 실패)
  [2604/10798] 484810 (KR): sector_id=213
  [2605/10798] 035890 (KR): sector_id=208
  [2606/10798] 230360 (KR): sector_id=199
  [2607/10798] 290550 (KR): sector_id=124
  [2608/10798] 041960 (KR): null (매핑 실패)
  [2609/10798] 092190 (KR): sector_id=124
  [2610/10798] 368770 (KR): sector_id=123
  [2611/10798] 214430 (KR): sector_id=124
  [2612/10798] 356680 (KR): sector_id=119
  [2613/10798] 200710 (KR): null (매핑 실패)
  [2614/10798] 170920 (KR): sector_id=234
  [2615/10798] 041190 (KR): sector_id=147
  [2616/10798] 376300 (KR): sector_id=119
  [2617/10798] 093320 (KR): null (매핑 실패)
  [2618/10798] 045100 (KR): null (매핑 실패)
  [2619/10798] 460930 (KR): sector_id=206
  [2620/10798] 019210 (KR): sector_id=213
  [2621/10798] 448900 (KR): sector_id=213
  [2622/10798] 278280 (KR): sector_id=231
  [2623/10798] 064290 (KR): sector_id=127
  [2624/10798] 125490 (KR): sector_id=209
  [2625/10798] 332570 (KR): sector_id=121
  [2626/10798] 030520 (KR): null (매핑 실패)
  [2627/10798] 287840 (KR): sector_id=129
  [2628/10798] 098070 (KR): sector_id=213
  [2629/10798] 052710 (KR): null (매핑 실패)
  [2630/10798] 474650 (KR): sector_id=122
  [2631/10798] 217730 (KR): sector_id=129
  [2632/10798] 125020 (KR): sector_id=240
  [2633/10798] 314130 (KR): sector_id=129
  [2634/10798] 018000 (KR): sector_id=213
  [2635/10798] 318060 (KR): sector_id=132
  [2636/10798] 151860 (KR): sector_id=159
  [2637/10798] 012860 (KR): sector_id=157
  [2638/10798] 100120 (KR): sector_id=132
  [2639/10798] 382900 (KR): null (매핑 실패)
  [2640/10798] 251370 (KR): sector_id=231
  [2641/10798] 272110 (KR): sector_id=127
  [2642/10798] 322310 (KR): sector_id=127
  [2643/10798] 377460 (KR): null (매핑 실패)
  [2644/10798] 243840 (KR): null (매핑 실패)
  [2645/10798] 950170 (KR): sector_id=177
  [2646/10798] 308430 (KR): sector_id=129
  [2647/10798] 069080 (KR): null (매핑 실패)
  [2648/10798] 092460 (KR): null (매핑 실패)
  [2649/10798] 484590 (KR): sector_id=206
  [2650/10798] 389260 (KR): sector_id=259
  [2651/10798] 242040 (KR): sector_id=116
  [2652/10798] 046120 (KR): sector_id=221
  [2653/10798] 290690 (KR): sector_id=209
  [2654/10798] 017890 (KR): sector_id=231
  [2655/10798] 115450 (KR): sector_id=129
  [2656/10798] 417840 (KR): sector_id=127
  [2657/10798] 317330 (KR): sector_id=128
  [2658/10798] 0008Z0 (KR): sector_id=206
  [2659/10798] 482630 (KR): sector_id=127
  [2660/10798] 478340 (KR): sector_id=206
  [2661/10798] 121800 (KR): null (매핑 실패)
  [2662/10798] 352480 (KR): sector_id=194
  [2663/10798] 052330 (KR): sector_id=122
  [2664/10798] 065660 (KR): null (매핑 실패)
  [2665/10798] 093520 (KR): null (매핑 실패)
  [2666/10798] 043370 (KR): sector_id=157
  [2667/10798] 084990 (KR): null (매핑 실패)
  [2668/10798] 267980 (KR): sector_id=188
  [2669/10798] 452430 (KR): sector_id=127
  [2670/10798] 091700 (KR): null (매핑 실패)
  [2671/10798] 0001A0 (KR): sector_id=234
  [2672/10798] 014940 (KR): sector_id=206
  [2673/10798] 468530 (KR): sector_id=129
  [2674/10798] 424870 (KR): sector_id=129
  [2675/10798] 119850 (KR): sector_id=213
  [2676/10798] 241520 (KR): sector_id=147
  [2677/10798] 445090 (KR): sector_id=128
  [2678/10798] 488900 (KR): null (매핑 실패)
  [2679/10798] 389020 (KR): null (매핑 실패)
  [2680/10798] 013030 (KR): sector_id=213
  [2681/10798] 215200 (KR): sector_id=174
  [2682/10798] 085910 (KR): null (매핑 실패)
  [2683/10798] 036620 (KR): null (매핑 실패)
  [2684/10798] 455900 (KR): sector_id=122
  [2685/10798] 144960 (KR): sector_id=127
  [2686/10798] 107640 (KR): sector_id=157
  [2687/10798] 110990 (KR): sector_id=124
  [2688/10798] 114190 (KR): sector_id=213
  [2689/10798] 493280 (KR): sector_id=129
  [2690/10798] 389500 (KR): sector_id=124
  [2691/10798] 095660 (KR): null (매핑 실패)
  [2692/10798] 425040 (KR): sector_id=234
  [2693/10798] 251970 (KR): sector_id=236
  [2694/10798] 025900 (KR): sector_id=245
  [2695/10798] 101160 (KR): null (매핑 실패)
  [2696/10798] 354320 (KR): null (매핑 실패)
  [2697/10798] 108860 (KR): sector_id=119
  [2698/10798] 006910 (KR): null (매핑 실패)
  [2699/10798] 064260 (KR): sector_id=120
  [2700/10798] 079940 (KR): null (매핑 실패)
  [2701/10798] 230240 (KR): sector_id=121
  [2702/10798] 372320 (KR): sector_id=129
  [2703/10798] 101930 (KR): sector_id=206
  [2704/10798] 168360 (KR): sector_id=213
  [2705/10798] 220100 (KR): sector_id=130
  [2706/10798] 025320 (KR): sector_id=124
  [2707/10798] 138080 (KR): null (매핑 실패)
  [2708/10798] 018290 (KR): sector_id=217
  [2709/10798] 069540 (KR): sector_id=121
  [2710/10798] 078160 (KR): null (매핑 실패)
  [2711/10798] 241770 (KR): sector_id=127
  [2712/10798] 042520 (KR): sector_id=132
  [2713/10798] 304360 (KR): sector_id=129
  [2714/10798] 051360 (KR): sector_id=124
  [2715/10798] 0015G0 (KR): sector_id=127
  [2716/10798] 234340 (KR): sector_id=120
  [2717/10798] 219130 (KR): null (매핑 실패)
  [2718/10798] 036830 (KR): sector_id=231
  [2719/10798] 124500 (KR): sector_id=116
  [2720/10798] 056190 (KR): sector_id=213
  [2721/10798] 083450 (KR): null (매핑 실패)
  [2722/10798] 161580 (KR): sector_id=213
  [2723/10798] 065350 (KR): sector_id=162
  [2724/10798] 137400 (KR): sector_id=213
  [2725/10798] 115180 (KR): sector_id=129
  [2726/10798] 048410 (KR): sector_id=129
  [2727/10798] 388210 (KR): sector_id=128
  [2728/10798] 356860 (KR): sector_id=128
  [2729/10798] 204270 (KR): sector_id=124
  [2730/10798] 328130 (KR): sector_id=137
  [2731/10798] 458870 (KR): sector_id=132
  [2732/10798] 038500 (KR): sector_id=235
  [2733/10798] 281740 (KR): sector_id=234
  [2734/10798] 085660 (KR): sector_id=129
  [2735/10798] 195940 (KR): sector_id=130
  [2736/10798] 295310 (KR): sector_id=239
  [2737/10798] 027360 (KR): null (매핑 실패)
  [2738/10798] 388720 (KR): null (매핑 실패)
  [2739/10798] 394280 (KR): null (매핑 실패)
  [2740/10798] 491000 (KR): sector_id=132
  [2741/10798] 003380 (KR): sector_id=188
  [2742/10798] 090710 (KR): null (매핑 실패)
  [2743/10798] 189300 (KR): null (매핑 실패)
  [2744/10798] 166090 (KR): sector_id=127
  [2745/10798] 417200 (KR): sector_id=209
  [2746/10798] 397030 (KR): sector_id=129
  [2747/10798] 475830 (KR): sector_id=129
  [2748/10798] 036540 (KR): sector_id=128
  [2749/10798] 490470 (KR): sector_id=127
  [2750/10798] 232140 (KR): sector_id=127
  [2751/10798] 127120 (KR): sector_id=129
  [2752/10798] 090360 (KR): sector_id=213
  [2753/10798] 182400 (KR): null (매핑 실패)
  [2754/10798] 394800 (KR): sector_id=129
  [2755/10798] 091580 (KR): sector_id=209
  [2756/10798] 032190 (KR): sector_id=116
  [2757/10798] 121600 (KR): sector_id=234
  [2758/10798] 037460 (KR): sector_id=121
  [2759/10798] 476060 (KR): sector_id=130
  [2760/10798] 056080 (KR): null (매핑 실패)
  [2761/10798] 054950 (KR): sector_id=132
  [2762/10798] 035600 (KR): sector_id=120
  [2763/10798] 023410 (KR): sector_id=149
  [2764/10798] 019010 (KR): ERROR — The read operation timed out
  [2765/10798] 160980 (KR): sector_id=127
  [2766/10798] 053030 (KR): null (매핑 실패)
  [2767/10798] 309710 (KR): sector_id=234
  [2768/10798] 051500 (KR): sector_id=191
  [2769/10798] 459510 (KR): sector_id=213
  [2770/10798] 092730 (KR): null (매핑 실패)
  [2771/10798] 462350 (KR): sector_id=206
  [2772/10798] 144510 (KR): sector_id=131
  [2773/10798] 014620 (KR): sector_id=213
  [2774/10798] 122870 (KR): sector_id=203
  [2775/10798] 179900 (KR): sector_id=124
  [2776/10798] 084850 (KR): sector_id=128
  [2777/10798] 052020 (KR): null (매핑 실패)
  [2778/10798] 059090 (KR): sector_id=127
  [2779/10798] 486990 (KR): sector_id=119
  [2780/10798] 046890 (KR): sector_id=128
  [2781/10798] 183300 (KR): sector_id=127
  [2782/10798] 252990 (KR): sector_id=128
  [2783/10798] 348370 (KR): sector_id=209
  [2784/10798] 036710 (KR): sector_id=128
  [2785/10798] 194700 (KR): sector_id=188
  [2786/10798] 079370 (KR): null (매핑 실패)
  [2787/10798] 187660 (KR): ERROR — The read operation timed out
  [2788/10798] 265520 (KR): sector_id=127
  [2789/10798] 376270 (KR): sector_id=129
  [2790/10798] 114810 (KR): sector_id=127
  [2791/10798] 047920 (KR): sector_id=130
